;;;;;;;;
UF;Município;Código Escola no INEP;CNPJ;Entidade;Segmento;Número de Alunos;Categoria;Conveniada
BA;IRARA;29396158;8277270000156;ESCOLA FAMILIA AGRICOLA DOS MUNICIPIOS INTEGRADOS DA REGIAO DE IRARA;ENSINO FUNDAMENTAL INTEGRAL CAMPO ALTERNÂNCIA CONVENIADA ESPECIAL; 2 ;Comunitária;Estadual
BA;IRARA;29396158;8277270000156;ESCOLA FAMILIA AGRICOLA DOS MUNICIPIOS INTEGRADOS DA REGIAO DE IRARA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 44 ;Comunitária;Estadual
BA;IRARA;29396158;8277270000156;ESCOLA FAMILIA AGRICOLA DOS MUNICIPIOS INTEGRADOS DA REGIAO DE IRARA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual
BA;ITAGI;29398177;13197609000144;CENTRO DE EDUCACAO COMUNITARIA PADRE OTACILIO;PRÉ-ESCOLA PARCIAL CONVENIADA; 24 ;Comunitária;Municipal
BA;ITAGI;29398177;13197609000144;CENTRO DE EDUCACAO COMUNITARIA PADRE OTACILIO;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 2 ;Comunitária;Municipal
BA;ITIUBA;29398363;;ESCOLA FAMILIA AGRICOLA DE ITIUBA;ENSINO FUNDAMENTAL INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 81 ;Comunitária;Estadual
BA;ITIUBA;29398363;;ESCOLA FAMILIA AGRICOLA DE ITIUBA;ENSINO FUNDAMENTAL INTEGRAL CAMPO ALTERNÂNCIA CONVENIADA ESPECIAL; 6 ;Comunitária;Estadual
BA;LICINIO DE ALMEIDA;29248663;13239231000102;EE - ESCOLA FAMILIA AGRICOLA DE LICINIO DE ALMEIDA;ENSINO FUNDAMENTAL INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 76 ;Comunitária;Estadual
BA;LICINIO DE ALMEIDA;29248663;13239231000102;EE - ESCOLA FAMILIA AGRICOLA DE LICINIO DE ALMEIDA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 61 ;Comunitária;Estadual
BA;MACAUBAS;29981727;;ESCOLA FAMILIA AGRICOLA DE MACAUBAS ENSINO MEDIO INTEGRADO -TECNICO EM AGROPECUARIA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 87 ;Comunitária;Estadual
BA;MACAUBAS;29981727;;ESCOLA FAMILIA AGRICOLA DE MACAUBAS ENSINO MEDIO INTEGRADO -TECNICO EM AGROPECUARIA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 3 ;Comunitária;Estadual
BA;MARAU;29455928;6091004000109;ESCOLA COMUNITARIA JARDIM DO CAJUEIRO;CRECHE PARCIAL CONVENIADA; 1 ;Filantrópica;Municipal
BA;MARAU;29455928;6091004000109;ESCOLA COMUNITARIA JARDIM DO CAJUEIRO;PRÉ-ESCOLA PARCIAL CONVENIADA; 24 ;Filantrópica;Municipal
BA;MARAU;29494559;42858672000263;ESCOLA DA INFANCIA NOVO AMANHECER;CRECHE INTEGRAL CONVENIADA CAMPO; 29 ;Filantrópica;Municipal
BA;MARAU;29494559;42858672000263;ESCOLA DA INFANCIA NOVO AMANHECER;PRÉ-ESCOLA INTEGRAL CONVENIADA CAMPO; 1 ;Filantrópica;Municipal
BA;MARAU;29494559;42858672000263;ESCOLA DA INFANCIA NOVO AMANHECER;PRÉ-ESCOLA INTEGRAL CONVENIADA CAMPO ESPECIAL; 1 ;Filantrópica;Municipal
BA;MONTE SANTO;29427223;8656766000130;ESCOLA FAMILIA AGRICOLA DO SERTAO;ENSINO FUNDAMENTAL INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 20 ;Comunitária;Estadual
BA;MONTE SANTO;29427223;8656766000130;ESCOLA FAMILIA AGRICOLA DO SERTAO;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 98 ;Comunitária;Estadual
BA;MUNDO NOVO;29891736;14815153000100;ESCOLA TECNICA FAMILIA AGRICOLA DIVINA PASTORA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 68 ;Comunitária;Estadual
BA;NILO PECANHA;29399270;7511664000164;CASA FAMILIAR AGROFLORESTAL DO BAIXO SUL DA BAHIA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 124 ;Comunitária;Estadual
BA;PARAMIRIM;29379938;16231110000102;ESCOLA FAMILIA AGRICOLA DE PARAMIRIN BAHIA;ENSINO FUNDAMENTAL INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 60 ;Comunitária;Estadual
BA;PARAMIRIM;29379938;16231110000102;ESCOLA FAMILIA AGRICOLA DE PARAMIRIN BAHIA;ENSINO FUNDAMENTAL INTEGRAL CAMPO ALTERNÂNCIA CONVENIADA ESPECIAL; 5 ;Comunitária;Estadual
BA;PARAMIRIM;29379938;16231110000102;ESCOLA FAMILIA AGRICOLA DE PARAMIRIN BAHIA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 45 ;Comunitária;Estadual
BA;PARAMIRIM;29379938;16231110000102;ESCOLA FAMILIA AGRICOLA DE PARAMIRIN BAHIA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual
BA;PARATINGA;29481260;26563901000185;ESCOLA FAMILIA AGRICOLA DO SERTAO DO SAO FRANCISCO;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 150 ;Comunitária;Estadual
BA;PARATINGA;29481260;26563901000185;ESCOLA FAMILIA AGRICOLA DO SERTAO DO SAO FRANCISCO;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual
BA;POJUCA;29477239;12328313000152;ASSOCIACAO BENEFICENTE BERNARDINO DE SENA;CRECHE INTEGRAL CONVENIADA; 111 ;Comunitária;Municipal
BA;POJUCA;29477239;12328313000152;ASSOCIACAO BENEFICENTE BERNARDINO DE SENA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 9 ;Comunitária;Municipal
BA;POJUCA;29422205;13962766000603;ESCOLA RURAL ROLF WEINBERG;ENSINO FUNDAMENTAL INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 255 ;Filantrópica;Municipal
BA;POJUCA;29422205;13962766000603;ESCOLA RURAL ROLF WEINBERG;ENSINO FUNDAMENTAL INTEGRAL CAMPO ALTERNÂNCIA CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
BA;POJUCA;29477697;82688000287;ETFAP - ESCOLA TECNICA FAMILIA AGRICOLA A PARTILHA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 170 ;Comunitária;Estadual
BA;POJUCA;29477697;82688000287;ETFAP - ESCOLA TECNICA FAMILIA AGRICOLA A PARTILHA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual
BA;PRESIDENTE TANCREDO NEVES;29959721;5287777000100;CASA FAMILIAR RURAL DE PRESIDENTE TANCREDO NEVES;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 128 ;Comunitária;Estadual
BA;PRESIDENTE TANCREDO NEVES;29959721;5287777000100;CASA FAMILIAR RURAL DE PRESIDENTE TANCREDO NEVES;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 4 ;Comunitária;Estadual
BA;QUIXABEIRA;29367263;46250411003747;ESCOLA FAMILIA AGRICOLA DE JABOTICABA;ENSINO FUNDAMENTAL INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 67 ;Comunitária;Estadual
BA;QUIXABEIRA;29367263;46250411003747;ESCOLA FAMILIA AGRICOLA DE JABOTICABA;ENSINO FUNDAMENTAL INTEGRAL CAMPO ALTERNÂNCIA CONVENIADA ESPECIAL; 3 ;Comunitária;Estadual
BA;QUIXABEIRA;29367263;46250411003747;ESCOLA FAMILIA AGRICOLA DE JABOTICABA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 178 ;Comunitária;Estadual
BA;QUIXABEIRA;29367263;46250411003747;ESCOLA FAMILIA AGRICOLA DE JABOTICABA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 4 ;Comunitária;Estadual
BA;RIACHAO DO JACUIPE;29424470;4650184000196;ESCOLA ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 8 ;Filantrópica;Municipal
BA;RIACHAO DO JACUIPE;29424470;4650184000196;ESCOLA ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL ; 43 ;Filantrópica;Municipal
BA;RIACHAO DO JACUIPE;29474418;29513480000176;ESCOLA DE FORMACAO BASICA E EDUCACAO INCLUSIVA PEQUENO PRINCIPE;EDUCAÇÃO ESPECIAL CONVENIADA - EJA FUNDAMENTAL CAMPO; 9 ;Filantrópica;Municipal
BA;RIACHAO DO JACUIPE;29353785;63107205000190;ESCOLA MENINO JESUS;CRECHE PARCIAL CONVENIADA; 18 ;Filantrópica;Municipal
BA;RIACHAO DO JACUIPE;29353785;63107205000190;ESCOLA MENINO JESUS;PRÉ-ESCOLA PARCIAL CONVENIADA; 37 ;Filantrópica;Municipal
BA;RIACHAO DO JACUIPE;29353785;63107205000190;ESCOLA MENINO JESUS;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 2 ;Filantrópica;Municipal
BA;RIACHAO DO JACUIPE;29387272;40637993000121;ESCOLINHA BETEL CASA DE DEUS;CRECHE PARCIAL CONVENIADA; 6 ;Comunitária;Municipal
BA;RIACHAO DO JACUIPE;29387272;40637993000121;ESCOLINHA BETEL CASA DE DEUS;PRÉ-ESCOLA PARCIAL CONVENIADA; 18 ;Comunitária;Municipal
BA;RIACHO DE SANTANA;29253888;;EE - ESCOLA TECNICA DA FAMILIA AGRICOLA DA BAHIA-ETFAB;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 195 ;Comunitária;Estadual
BA;RIACHO DE SANTANA;29253888;;EE - ESCOLA TECNICA DA FAMILIA AGRICOLA DA BAHIA-ETFAB;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 2 ;Comunitária;Estadual
BA;RIBEIRA DO POMBAL;29375720;591192000158;ESCOLA COMUNITARIA FAMILIA AGRICOLA DE RIBEIRA DO POMBAL;ENSINO FUNDAMENTAL INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 139 ;Comunitária;Estadual
BA;RIBEIRA DO POMBAL;29375720;591192000158;ESCOLA COMUNITARIA FAMILIA AGRICOLA DE RIBEIRA DO POMBAL;ENSINO FUNDAMENTAL INTEGRAL CAMPO ALTERNÂNCIA CONVENIADA ESPECIAL; 4 ;Comunitária;Estadual
BA;RIBEIRA DO POMBAL;29375720;591192000158;ESCOLA COMUNITARIA FAMILIA AGRICOLA DE RIBEIRA DO POMBAL;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 67 ;Comunitária;Estadual
BA;RIBEIRA DO POMBAL;29375720;591192000158;ESCOLA COMUNITARIA FAMILIA AGRICOLA DE RIBEIRA DO POMBAL;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual
BA;RIO REAL;29529026;7491609000150;ESCOLA FAMILIA AGRICOLA DO LITORAL NORTE;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 56 ;Comunitária;Estadual
BA;RIO REAL;29529026;7491609000150;ESCOLA FAMILIA AGRICOLA DO LITORAL NORTE;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual
BA;RUY BARBOSA;29360820;;EE - ESCOLA FAMILIA AGRICOLA MAE JOVINA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA; 200 ;Comunitária;Estadual
BA;RUY BARBOSA;29360820;;EE - ESCOLA FAMILIA AGRICOLA MAE JOVINA;ENSINO MÉDIO INTEGRAL CAMPO CONVENIADA ALTERNÂNCIA ESPECIAL; 1 ;Comunitária;Estadual
BA;SALVADOR;29392675;16188344000106;ASS B R CRECHE ESCOLA COMUNITARIA CRIANCA FELIZ;CRECHE INTEGRAL CONVENIADA; 30 ;Comunitária;Municipal
BA;SALVADOR;29392675;16188344000106;ASS B R CRECHE ESCOLA COMUNITARIA CRIANCA FELIZ;PRÉ-ESCOLA INTEGRAL CONVENIADA; 76 ;Comunitária;Municipal
BA;SALVADOR;29392675;16188344000106;ASS B R CRECHE ESCOLA COMUNITARIA CRIANCA FELIZ;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29435269;2839378000109;ASSOC E CENTRO DE EDUC INFANTIL MARIA DOLORES;PRÉ-ESCOLA INTEGRAL CONVENIADA; 50 ;Filantrópica;Municipal
BA;SALVADOR;29435269;2839378000109;ASSOC E CENTRO DE EDUC INFANTIL MARIA DOLORES;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 5 ;Filantrópica;Municipal
BA;SALVADOR;29395577;13056999000132;ASSOCIACAO ACAO SOCIAL MOSTEIRO DO SALVADOR-MANT CENTRO DE EDUCACAO INFANTIL ZEZA CALMON DE SA;CRECHE INTEGRAL CONVENIADA; 32 ;Filantrópica;Municipal
BA;SALVADOR;29395577;13056999000132;ASSOCIACAO ACAO SOCIAL MOSTEIRO DO SALVADOR-MANT CENTRO DE EDUCACAO INFANTIL ZEZA CALMON DE SA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 88 ;Filantrópica;Municipal
BA;SALVADOR;29395577;13056999000132;ASSOCIACAO ACAO SOCIAL MOSTEIRO DO SALVADOR-MANT CENTRO DE EDUCACAO INFANTIL ZEZA CALMON DE SA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
BA;SALVADOR;29482747;36446569000122;ASSOCIACAO ANTONIO LAZZAROTO;CRECHE INTEGRAL CONVENIADA; 59 ;Filantrópica;Municipal
BA;SALVADOR;29482747;36446569000122;ASSOCIACAO ANTONIO LAZZAROTO;PRÉ-ESCOLA INTEGRAL CONVENIADA; 40 ;Filantrópica;Municipal
BA;SALVADOR;29457068;16957531000107;ASSOCIACAO BEIJA FLOR DA MASSARANDUBA;CRECHE INTEGRAL CONVENIADA; 44 ;Comunitária;Municipal
BA;SALVADOR;29457068;16957531000107;ASSOCIACAO BEIJA FLOR DA MASSARANDUBA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 48 ;Comunitária;Municipal
BA;SALVADOR;29471346;17883973000119;ASSOCIACAO BENEFICENTE CRECHE ESCOLA E ENSINO DE ARTE E CULTURA APRENDENDO APRENDER;CRECHE INTEGRAL CONVENIADA; 66 ;Filantrópica;Municipal
BA;SALVADOR;29471346;17883973000119;ASSOCIACAO BENEFICENTE CRECHE ESCOLA E ENSINO DE ARTE E CULTURA APRENDENDO APRENDER;PRÉ-ESCOLA INTEGRAL CONVENIADA; 49 ;Filantrópica;Municipal
BA;SALVADOR;29471346;17883973000119;ASSOCIACAO BENEFICENTE CRECHE ESCOLA E ENSINO DE ARTE E CULTURA APRENDENDO APRENDER;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
BA;SALVADOR;29620600;8769831000134;ASSOCIACAO BENEFICENTE EVANGELICA DE CAJAZEIRAS;CRECHE INTEGRAL CONVENIADA; 258 ;Comunitária;Municipal
BA;SALVADOR;29620600;8769831000134;ASSOCIACAO BENEFICENTE EVANGELICA DE CAJAZEIRAS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 10 ;Comunitária;Municipal
BA;SALVADOR;29620600;8769831000134;ASSOCIACAO BENEFICENTE EVANGELICA DE CAJAZEIRAS;PRÉ-ESCOLA INTEGRAL CONVENIADA; 168 ;Comunitária;Municipal
BA;SALVADOR;29620600;8769831000134;ASSOCIACAO BENEFICENTE EVANGELICA DE CAJAZEIRAS;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 11 ;Comunitária;Municipal
BA;SALVADOR;29488826;53630400000147;ASSOCIACAO BENEFICIENTE CRECHE CRIANCA FELIZ;CRECHE INTEGRAL CONVENIADA; 50 ;Comunitária;Municipal
BA;SALVADOR;29488826;53630400000147;ASSOCIACAO BENEFICIENTE CRECHE CRIANCA FELIZ;PRÉ-ESCOLA INTEGRAL CONVENIADA; 17 ;Comunitária;Municipal
BA;SALVADOR;29386780;21867551000208;ASSOCIACAO CENTRO DE EDUCACAO INFANTIL JOAO PAULO II;CRECHE INTEGRAL CONVENIADA; 77 ;Comunitária;Municipal
BA;SALVADOR;29386780;21867551000208;ASSOCIACAO CENTRO DE EDUCACAO INFANTIL JOAO PAULO II;CRECHE INTEGRAL CONVENIADA ESPECIAL; 6 ;Comunitária;Municipal
BA;SALVADOR;29386780;21867551000208;ASSOCIACAO CENTRO DE EDUCACAO INFANTIL JOAO PAULO II;PRÉ-ESCOLA PARCIAL CONVENIADA; 52 ;Comunitária;Municipal
BA;SALVADOR;29386780;21867551000208;ASSOCIACAO CENTRO DE EDUCACAO INFANTIL JOAO PAULO II;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 9 ;Comunitária;Municipal
BA;SALVADOR;29472784;29229607000120;ASSOCIACAO CENTRO EDUCACIONAL KIMEL;CRECHE INTEGRAL CONVENIADA; 54 ;Comunitária;Municipal
BA;SALVADOR;29472784;29229607000120;ASSOCIACAO CENTRO EDUCACIONAL KIMEL;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29472784;29229607000120;ASSOCIACAO CENTRO EDUCACIONAL KIMEL;PRÉ-ESCOLA INTEGRAL CONVENIADA; 71 ;Comunitária;Municipal
BA;SALVADOR;29404940;33794686000199;ASSOCIACAO CLUBE DAS CRIANCAS;CRECHE INTEGRAL CONVENIADA; 72 ;Comunitária;Municipal
BA;SALVADOR;29404940;33794686000199;ASSOCIACAO CLUBE DAS CRIANCAS;PRÉ-ESCOLA INTEGRAL CONVENIADA; 50 ;Comunitária;Municipal
BA;SALVADOR;29404940;33794686000199;ASSOCIACAO CLUBE DAS CRIANCAS;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29425921;16117178000157;ASSOCIACAO COMUNITARIA DA BOA VIAGEM CRECHE ESCOLA LAR XILA;CRECHE INTEGRAL CONVENIADA; 191 ;Comunitária;Municipal
BA;SALVADOR;29425921;16117178000157;ASSOCIACAO COMUNITARIA DA BOA VIAGEM CRECHE ESCOLA LAR XILA;PRÉ-ESCOLA PARCIAL CONVENIADA; 94 ;Comunitária;Municipal
BA;SALVADOR;29776627;16388696000105;ASSOCIACAO COMUNITARIA PINGO DE GENTE;CRECHE INTEGRAL CONVENIADA; 62 ;Comunitária;Municipal
BA;SALVADOR;29776627;16388696000105;ASSOCIACAO COMUNITARIA PINGO DE GENTE;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29776627;16388696000105;ASSOCIACAO COMUNITARIA PINGO DE GENTE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 50 ;Comunitária;Municipal
BA;SALVADOR;29776627;16388696000105;ASSOCIACAO COMUNITARIA PINGO DE GENTE;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 3 ;Comunitária;Municipal
BA;SALVADOR;29483441;7259893000133;ASSOCIACAO CRECHE COMUNITARIA RECANTO DA CRIANCA;CRECHE INTEGRAL CONVENIADA; 102 ;Comunitária;Municipal
BA;SALVADOR;29483441;7259893000133;ASSOCIACAO CRECHE COMUNITARIA RECANTO DA CRIANCA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Comunitária;Municipal
BA;SALVADOR;29483441;7259893000133;ASSOCIACAO CRECHE COMUNITARIA RECANTO DA CRIANCA;PRÉ-ESCOLA PARCIAL CONVENIADA; 61 ;Comunitária;Municipal
BA;SALVADOR;29427436;32700437000124;ASSOCIACAO CRECHE ESCOLA COMUNITARIA FRUTOS DE MAES;CRECHE INTEGRAL CONVENIADA; 132 ;Filantrópica;Municipal
BA;SALVADOR;29427436;32700437000124;ASSOCIACAO CRECHE ESCOLA COMUNITARIA FRUTOS DE MAES;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
BA;SALVADOR;29427436;32700437000124;ASSOCIACAO CRECHE ESCOLA COMUNITARIA FRUTOS DE MAES;PRÉ-ESCOLA INTEGRAL CONVENIADA; 45 ;Filantrópica;Municipal
BA;SALVADOR;29427436;32700437000124;ASSOCIACAO CRECHE ESCOLA COMUNITARIA FRUTOS DE MAES;PRÉ-ESCOLA PARCIAL CONVENIADA; 27 ;Filantrópica;Municipal
BA;SALVADOR;29475392;31908428000160;ASSOCIACAO CRECHE ESCOLA COMUNITARIA NOSSO SONHO;CRECHE INTEGRAL CONVENIADA; 139 ;Comunitária;Municipal
BA;SALVADOR;29475392;31908428000160;ASSOCIACAO CRECHE ESCOLA COMUNITARIA NOSSO SONHO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Comunitária;Municipal
BA;SALVADOR;29475392;31908428000160;ASSOCIACAO CRECHE ESCOLA COMUNITARIA NOSSO SONHO;PRÉ-ESCOLA INTEGRAL CONVENIADA; 51 ;Comunitária;Municipal
BA;SALVADOR;29475392;31908428000160;ASSOCIACAO CRECHE ESCOLA COMUNITARIA NOSSO SONHO;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29449952;14238523000185;ASSOCIACAO CRECHE ESCOLA CRIANCA INOCENTE;CRECHE INTEGRAL CONVENIADA; 42 ;Comunitária;Municipal
BA;SALVADOR;29449952;14238523000185;ASSOCIACAO CRECHE ESCOLA CRIANCA INOCENTE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 39 ;Comunitária;Municipal
BA;SALVADOR;29651620;9108177000180;ASSOCIACAO CRECHE ESCOLA CULTURAL PROFESSORA LIGIA MARIA DE ASSIS CALDAS;CRECHE INTEGRAL CONVENIADA; 81 ;Comunitária;Municipal
BA;SALVADOR;29651620;9108177000180;ASSOCIACAO CRECHE ESCOLA CULTURAL PROFESSORA LIGIA MARIA DE ASSIS CALDAS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29651620;9108177000180;ASSOCIACAO CRECHE ESCOLA CULTURAL PROFESSORA LIGIA MARIA DE ASSIS CALDAS;PRÉ-ESCOLA INTEGRAL CONVENIADA; 41 ;Comunitária;Municipal
BA;SALVADOR;29651620;9108177000180;ASSOCIACAO CRECHE ESCOLA CULTURAL PROFESSORA LIGIA MARIA DE ASSIS CALDAS;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29468108;17256162000198;ASSOCIACAO CRECHE ESCOLA ESTUDO E FANTASIA;CRECHE INTEGRAL CONVENIADA; 75 ;Comunitária;Municipal
BA;SALVADOR;29468108;17256162000198;ASSOCIACAO CRECHE ESCOLA ESTUDO E FANTASIA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 32 ;Comunitária;Municipal
BA;SALVADOR;29474116;27045469000101;ASSOCIACAO CRECHE ESCOLA SEMENTINHA CRIACAO DO SENHOR;CRECHE INTEGRAL CONVENIADA; 43 ;Comunitária;Municipal
BA;SALVADOR;29474116;27045469000101;ASSOCIACAO CRECHE ESCOLA SEMENTINHA CRIACAO DO SENHOR;PRÉ-ESCOLA INTEGRAL CONVENIADA; 42 ;Comunitária;Municipal
BA;SALVADOR;29474116;27045469000101;ASSOCIACAO CRECHE ESCOLA SEMENTINHA CRIACAO DO SENHOR;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 3 ;Comunitária;Municipal
BA;SALVADOR;29435706;13839196000154;ASSOCIACAO CRECHE GRAO DE MOSTARDA;CRECHE INTEGRAL CONVENIADA; 49 ;Comunitária;Municipal
BA;SALVADOR;29435706;13839196000154;ASSOCIACAO CRECHE GRAO DE MOSTARDA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29435706;13839196000154;ASSOCIACAO CRECHE GRAO DE MOSTARDA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 59 ;Comunitária;Municipal
BA;SALVADOR;29435706;13839196000154;ASSOCIACAO CRECHE GRAO DE MOSTARDA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29447356;2920944000293;ASSOCIACAO CRIANCA E FAMILIA;CRECHE INTEGRAL CONVENIADA; 77 ;Comunitária;Municipal
BA;SALVADOR;29447356;2920944000293;ASSOCIACAO CRIANCA E FAMILIA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Comunitária;Municipal
BA;SALVADOR;29447356;2920944000293;ASSOCIACAO CRIANCA E FAMILIA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 56 ;Comunitária;Municipal
BA;SALVADOR;29447356;2920944000293;ASSOCIACAO CRIANCA E FAMILIA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 4 ;Comunitária;Municipal
BA;SALVADOR;29537622;;ASSOCIACAO DAS COMUNIDADES PAROQUIAIS DE MATA ESCURA E CALABETAO;CRECHE INTEGRAL CONVENIADA; 17 ;Comunitária;Municipal
BA;SALVADOR;29537622;;ASSOCIACAO DAS COMUNIDADES PAROQUIAIS DE MATA ESCURA E CALABETAO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
BA;SALVADOR;29537622;;ASSOCIACAO DAS COMUNIDADES PAROQUIAIS DE MATA ESCURA E CALABETAO;PRÉ-ESCOLA PARCIAL CONVENIADA; 36 ;Comunitária;Municipal
BA;SALVADOR;29480990;41032701000190;ASSOCIACAO E CRECHE AGAPE;CRECHE INTEGRAL CONVENIADA; 47 ;Filantrópica;Municipal
BA;SALVADOR;29480990;41032701000190;ASSOCIACAO E CRECHE AGAPE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 40 ;Filantrópica;Municipal
BA;SALVADOR;29480990;41032701000190;ASSOCIACAO E CRECHE AGAPE;CRECHE PARCIAL CONVENIADA; 54 ;Filantrópica;Municipal
BA;SALVADOR;29480990;41032701000190;ASSOCIACAO E CRECHE AGAPE;PRÉ-ESCOLA PARCIAL CONVENIADA; 49 ;Filantrópica;Municipal
BA;SALVADOR;29480990;41032701000190;ASSOCIACAO E CRECHE AGAPE;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 1 ;Filantrópica;Municipal
BA;SALVADOR;29480990;41032701000190;ASSOCIACAO E CRECHE AGAPE;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 3 ;Filantrópica;Municipal
