Anexo VII;;;;;;;;;;;;;;;;
Portaria Interministerial MEC/MF nº 11, de 28 de agosto de 2026;;;;;;;;;;;;;;;;
Cronograma de Desembolso da Complementação da União-VAAR ao Fundeb no Ano de 2026 (art. 16, § 2º, da Lei nº 14.113/2020);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código 
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Janeiro do ano seguinte;Total
MG;ALVORADA DE MINAS;3102407; 6.567,96 ; 7.224,75 ; 7.881,55 ; 8.538,34 ; 9.158,25 ; 9.842,70 ; 9.842,70 ; 10.498,88 ; 10.752,62 ; 10.752,75 ; 10.752,75 ; 10.752,75 ; 19.864,58 ; 132.430,58 
MG;AMPARO DO SERRA;3102506; 13.988,46 ; 15.387,31 ; 16.786,16 ; 18.185,01 ; 19.510,58 ; 20.964,36 ; 20.964,36 ; 22.361,98 ; 22.853,66 ; 22.896,20 ; 22.896,20 ; 22.896,20 ; 42.298,31 ; 281.988,79 
MG;ANDRADAS;3102605; 58.950,73 ; 64.845,80 ; 70.740,87 ; 76.635,94 ; 82.199,34 ; 88.343,19 ; 88.343,19 ; 94.232,73 ; 96.510,06 ; 96.511,38 ; 96.511,38 ; 96.511,38 ; 178.294,59 ; 1.188.630,58 
MG;ANDRELANDIA;3102803; 44.871,53 ; 49.358,68 ; 53.845,83 ; 58.332,99 ; 62.585,54 ; 67.248,66 ; 67.248,66 ; 71.731,91 ; 73.301,94 ; 73.444,56 ; 73.444,56 ; 73.444,56 ; 135.681,08 ; 904.540,50 
MG;ANTONIO PRADO DE MINAS;3103108; 2.960,20 ; 3.256,22 ; 3.552,24 ; 3.848,26 ; 4.127,72 ; 4.436,14 ; 4.436,14 ; 4.731,88 ; 40.796,01 ; 9.659,78 ; 9.659,78 ; 9.659,78 ; 17.845,43 ; 118.969,58 
MG;ARACAI;3103207; 12.382,56 ; 13.620,82 ; 14.859,07 ; 16.097,33 ; 17.270,82 ; 18.557,64 ; 18.557,64 ; 19.794,81 ; 20.229,04 ; 20.267,56 ; 20.267,56 ; 20.267,56 ; 37.442,18 ; 249.614,59 
MG;ARACITABA;3103306; 2.756,03 ; 3.031,64 ; 3.307,24 ; 3.582,84 ; 3.843,01 ; 4.130,18 ; 4.130,18 ; 4.405,52 ; 4.512,00 ; 4.512,05 ; 4.512,05 ; 4.512,05 ; 8.335,54 ; 55.570,33 
MG;ARACUAI;3103405; 66.694,08 ; 73.363,49 ; 80.032,90 ; 86.702,30 ; 96.652,49 ; 100.861,33 ; 100.861,33 ; 107.585,41 ; 109.954,96 ; 110.156,09 ; 110.156,09 ; 110.156,09 ; 203.501,75 ; 1.356.678,31 
MG;ARAPONGA;3103702; 15.220,92 ; 16.743,01 ; 18.265,10 ; 19.787,20 ; 21.230,04 ; 22.811,55 ; 22.811,55 ; 24.332,32 ; 24.862,81 ; 24.913,00 ; 24.913,00 ; 24.913,00 ; 46.024,14 ; 306.827,64 
MG;ARAPUA;3103801; 4.151,95 ; 4.567,14 ; 4.982,34 ; 5.397,53 ; 5.789,44 ; 6.222,09 ; 6.222,09 ; 6.636,89 ; 6.797,28 ; 6.797,38 ; 6.797,38 ; 6.797,38 ; 12.557,45 ; 83.716,34 
MG;ARAXA;3104007; 463.963,05 ; 510.359,35 ; 556.755,65 ; 603.151,96 ; 645.214,94 ; 694.861,25 ; 694.861,25 ; 741.185,33 ; 757.369,62 ; 758.876,65 ; 758.876,65 ; 758.876,65 ; 1.401.944,54 ; 9.346.296,89 
MG;ASTOLFO DUTRA;3104601; 39.379,31 ; 43.317,24 ; 47.255,17 ; 51.193,10 ; 54.925,49 ; 59.017,57 ; 59.017,57 ; 62.952,07 ; 64.328,04 ; 64.454,86 ; 64.454,86 ; 64.454,86 ; 119.073,55 ; 793.823,69 
MG;AUGUSTO DE LIMA;3104809; 11.678,71 ; 12.846,58 ; 14.014,46 ; 15.182,33 ; 16.284,55 ; 17.501,65 ; 17.501,65 ; 18.668,43 ; 19.119,59 ; 19.119,85 ; 19.119,85 ; 19.119,85 ; 35.321,91 ; 235.479,41 
MG;BAEPENDI;3104908; 56.565,32 ; 62.221,85 ; 67.878,38 ; 73.534,92 ; 78.895,91 ; 84.774,12 ; 84.774,12 ; 90.425,73 ; 92.403,20 ; 92.584,48 ; 92.584,48 ; 92.584,48 ; 171.040,06 ; 1.140.267,05 
MG;BAMBUI;3105103; 59.951,19 ; 65.946,31 ; 71.941,43 ; 77.936,55 ; 83.618,94 ; 89.848,63 ; 89.848,63 ; 95.838,54 ; 97.929,83 ; 98.125,91 ; 98.125,91 ; 98.125,91 ; 181.277,26 ; 1.208.515,04 
MG;BANDEIRA DO SUL;3105301; 14.070,61 ; 15.477,67 ; 16.884,73 ; 18.291,79 ; 19.630,91 ; 21.088,91 ; 21.088,91 ; 22.494,84 ; 22.936,73 ; 23.025,16 ; 23.025,16 ; 23.025,16 ; 42.536,57 ; 283.577,15 
MG;BARRA LONGA;3105707; 4.448,59 ; 4.893,45 ; 5.338,31 ; 5.783,17 ; 6.203,08 ; 6.666,64 ; 6.666,64 ; 7.111,08 ; 7.282,94 ; 7.283,03 ; 7.283,03 ; 7.283,03 ; 13.454,64 ; 89.697,63 
MG;BARROSO;3105905; 70.080,25 ; 77.088,27 ; 84.096,30 ; 91.104,32 ; 101.023,93 ; 105.848,28 ; 105.848,28 ; 112.904,83 ; 115.368,03 ; 115.599,46 ; 115.599,46 ; 115.599,46 ; 213.557,81 ; 1.423.718,68 
MG;BELA VISTA DE MINAS;3106002; 28.488,77 ; 31.337,65 ; 34.186,53 ; 37.035,41 ; 39.735,60 ; 42.695,98 ; 42.695,98 ; 45.542,38 ; 46.537,83 ; 46.629,56 ; 46.629,56 ; 46.629,56 ; 86.143,19 ; 574.288,00 
MG;BELO ORIENTE;3106309; 68.577,12 ; 75.434,83 ; 82.292,54 ; 89.150,26 ; 95.622,16 ; 102.769,24 ; 102.769,24 ; 109.620,52 ; 112.269,70 ; 112.271,27 ; 112.271,27 ; 112.271,27 ; 207.409,31 ; 1.382.728,73 
MG;BERILO;3106507; 7.523,98 ; 8.276,38 ; 9.028,78 ; 9.781,18 ; 10.491,33 ; 11.275,39 ; 11.275,39 ; 12.027,08 ; 12.317,73 ; 12.317,91 ; 12.317,91 ; 12.317,91 ; 22.756,05 ; 151.707,02 
MG;BERIZAL;3106655; 7.033,26 ; 7.736,59 ; 8.439,91 ; 9.143,24 ; 9.807,07 ; 10.540,00 ; 10.540,00 ; 11.242,67 ; 11.514,38 ; 11.514,53 ; 11.514,53 ; 11.514,53 ; 21.271,88 ; 141.812,59 
MG;BERTOPOLIS;3106606; 7.096,50 ; 7.806,15 ; 8.515,80 ; 9.225,45 ; 9.895,21 ; 10.634,77 ; 10.634,77 ; 11.343,75 ; 11.617,92 ; 11.618,05 ; 11.618,05 ; 11.618,05 ; 21.463,13 ; 143.087,60 
MG;BICAS;3106903; 25.587,47 ; 28.146,22 ; 30.704,97 ; 33.263,71 ; 35.678,62 ; 38.345,22 ; 38.345,22 ; 40.901,57 ; 41.890,02 ; 41.890,62 ; 41.890,62 ; 41.890,62 ; 77.388,50 ; 515.923,38 
MG;BOCAINA DE MINAS;3107208; 16.541,20 ; 18.195,32 ; 19.849,44 ; 21.503,56 ; 23.071,43 ; 24.790,22 ; 24.790,22 ; 26.442,91 ; 27.020,38 ; 27.074,08 ; 27.074,08 ; 27.074,08 ; 50.016,51 ; 333.443,43 
MG;BOCAIUVA;3107307; 106.843,28 ; 117.527,61 ; 128.211,94 ; 138.896,26 ; 148.032,15 ; 159.877,82 ; 159.877,82 ; 170.536,34 ; 174.299,87 ; 174.612,19 ; 174.612,19 ; 174.612,19 ; 322.577,59 ; 2.150.517,25 
MG;BOM JARDIM DE MINAS;3107505; 23.603,31 ; 25.963,64 ; 28.323,97 ; 30.684,30 ; 32.921,27 ; 35.374,10 ; 35.374,10 ; 37.732,38 ; 38.558,85 ; 38.633,36 ; 38.633,36 ; 38.633,36 ; 71.371,05 ; 475.807,05 
MG;BONFINOPOLIS DE MINAS;3108206; 12.155,99 ; 13.371,59 ; 14.587,18 ; 15.802,78 ; 16.950,04 ; 18.216,89 ; 18.216,89 ; 19.431,35 ; 19.900,96 ; 19.901,22 ; 19.901,22 ; 19.901,22 ; 36.765,40 ; 245.102,73 
MG;BOTELHOS;3108404; 25.069,45 ; 27.576,39 ; 30.083,34 ; 32.590,28 ; 34.956,25 ; 37.568,92 ; 37.568,92 ; 40.073,51 ; 41.041,98 ; 41.042,53 ; 41.042,53 ; 41.042,53 ; 75.821,75 ; 505.478,38 
MG;BOTUMIRIM;3108503; 11.010,60 ; 12.111,66 ; 13.212,72 ; 14.313,78 ; 15.356,87 ; 16.501,40 ; 16.501,40 ; 17.601,49 ; 17.990,98 ; 18.022,31 ; 18.022,31 ; 18.022,31 ; 33.294,32 ; 221.962,15 
MG;BRAS PIRES;3108701; 14.660,01 ; 16.126,01 ; 17.592,01 ; 19.058,01 ; 20.447,65 ; 21.970,90 ; 21.970,90 ; 23.435,63 ; 23.947,02 ; 23.994,97 ; 23.994,97 ; 23.994,97 ; 44.328,18 ; 295.521,23 
MG;BRASILIA DE MINAS;3108602; 57.774,36 ; 63.551,79 ; 69.329,23 ; 75.106,66 ; 80.580,14 ; 86.585,55 ; 86.585,55 ; 92.357,92 ; 94.397,27 ; 94.565,44 ; 94.565,44 ; 94.565,44 ; 174.699,67 ; 1.164.664,46 
MG;BUGRE;3109253; 12.876,13 ; 14.163,74 ; 15.451,36 ; 16.738,97 ; 17.959,48 ; 19.297,40 ; 19.297,40 ; 20.583,90 ; 21.033,29 ; 21.075,20 ; 21.075,20 ; 21.075,20 ; 38.934,22 ; 259.561,49 
MG;BURITIS;3109303; 120.985,72 ; 133.084,30 ; 145.182,87 ; 157.281,44 ; 161.535,11 ; 179.517,37 ; 179.517,37 ; 191.485,19 ; 195.699,89 ; 196.060,23 ; 196.060,23 ; 196.060,23 ; 362.200,59 ; 2.414.670,54 
MG;CABECEIRA GRANDE;3109451; 37.305,33 ; 41.035,87 ; 44.766,40 ; 48.496,93 ; 52.031,78 ; 55.909,06 ; 55.909,06 ; 59.636,34 ; 60.948,68 ; 61.061,15 ; 61.061,15 ; 61.061,15 ; 112.804,04 ; 752.026,94 
MG;CACHOEIRA DE MINAS;3109709; 22.284,57 ; 24.513,03 ; 26.741,49 ; 28.969,94 ; 31.284,28 ; 33.448,32 ; 33.448,32 ; 35.678,21 ; 36.540,47 ; 36.540,94 ; 36.540,94 ; 36.540,94 ; 67.505,54 ; 450.036,99 
MG;CACHOEIRA DOURADA;3109808; 7.409,08 ; 8.149,99 ; 8.890,90 ; 9.631,81 ; 10.331,13 ; 11.103,21 ; 11.103,21 ; 11.843,42 ; 12.129,62 ; 12.129,81 ; 12.129,81 ; 12.129,81 ; 22.408,55 ; 149.390,35 
MG;CAJURI;3110202; 11.126,20 ; 12.238,83 ; 13.351,45 ; 14.464,07 ; 15.514,17 ; 16.673,66 ; 16.673,66 ; 17.785,24 ; 18.215,05 ; 18.215,31 ; 18.215,31 ; 18.215,31 ; 33.650,86 ; 224.339,12 
MG;CALDAS;3110301; 44.965,08 ; 49.461,59 ; 53.958,10 ; 58.454,61 ; 62.716,64 ; 67.389,03 ; 67.389,03 ; 71.881,63 ; 73.449,31 ; 73.597,11 ; 73.597,11 ; 73.597,11 ; 135.962,89 ; 906.419,24 
MG;CAMACHO;3110400; 9.831,41 ; 10.814,55 ; 11.797,70 ; 12.780,84 ; 13.712,84 ; 14.734,32 ; 14.734,32 ; 15.716,60 ; 16.059,10 ; 16.091,65 ; 16.091,65 ; 16.091,65 ; 29.727,63 ; 198.184,26 
MG;CAMANDUCAIA;3110509; 114.043,30 ; 125.447,63 ; 136.851,96 ; 148.256,29 ; 159.063,23 ; 170.915,62 ; 170.915,62 ; 182.309,99 ; 186.311,97 ; 186.664,36 ; 186.664,36 ; 186.664,36 ; 344.842,72 ; 2.298.951,41 
MG;CAMBUQUIRA;3110707; 38.703,17 ; 42.573,49 ; 46.443,81 ; 50.314,13 ; 62.575,54 ; 60.152,53 ; 60.152,53 ; 64.162,70 ; 65.565,89 ; 65.694,48 ; 65.694,48 ; 65.694,48 ; 121.363,62 ; 809.090,85 
MG;CAMPO AZUL;3111150; 8.500,76 ; 9.350,84 ; 10.200,91 ; 11.050,99 ; 11.853,32 ; 12.739,19 ; 12.739,19 ; 13.588,47 ; 13.916,86 ; 13.917,05 ; 13.917,05 ; 13.917,05 ; 25.710,29 ; 171.401,97 
MG;CAMPOS GERAIS;3111606; 97.046,63 ; 106.751,29 ; 116.455,95 ; 126.160,62 ; 132.076,83 ; 144.622,85 ; 144.622,85 ; 154.264,37 ; 157.641,88 ; 157.947,71 ; 157.947,71 ; 157.947,71 ; 291.791,72 ; 1.945.278,12 
MG;CANA VERDE;3111903; 15.855,01 ; 17.440,51 ; 19.026,01 ; 20.611,51 ; 22.114,17 ; 23.761,79 ; 23.761,79 ; 25.345,91 ; 25.901,13 ; 25.951,13 ; 25.951,13 ; 25.951,13 ; 47.941,97 ; 319.613,19 
MG;CANAA;3111705; 5.317,72 ; 5.849,49 ; 6.381,27 ; 6.913,04 ; 7.414,94 ; 7.969,11 ; 7.969,11 ; 8.500,38 ; 8.705,81 ; 8.705,93 ; 8.705,93 ; 8.705,93 ; 16.083,29 ; 107.221,95 
MG;CANTAGALO;3112059; 12.576,21 ; 13.833,83 ; 15.091,46 ; 16.349,08 ; 18.367,06 ; 19.054,40 ; 19.054,40 ; 20.324,70 ; 20.770,98 ; 20.810,16 ; 20.810,16 ; 20.810,16 ; 38.444,57 ; 256.297,17 
MG;CAPELA NOVA;3112208; 5.440,49 ; 5.984,53 ; 6.528,58 ; 7.072,63 ; 7.586,14 ; 8.153,08 ; 8.153,08 ; 8.696,62 ; 8.906,80 ; 8.906,91 ; 8.906,91 ; 8.906,91 ; 16.454,59 ; 109.697,27 
MG;CAPELINHA;3112307; 128.862,88 ; 141.749,16 ; 154.635,45 ; 167.521,74 ; 179.735,29 ; 193.126,15 ; 193.126,15 ; 206.001,23 ; 210.502,36 ; 210.918,65 ; 210.918,65 ; 210.918,65 ; 389.649,95 ; 2.597.666,31 
MG;CAPIM BRANCO;3112505; 32.948,82 ; 36.243,71 ; 39.538,59 ; 42.833,47 ; 45.956,49 ; 49.380,26 ; 49.380,26 ; 52.672,27 ; 53.822,59 ; 53.929,53 ; 53.929,53 ; 53.929,53 ; 99.629,12 ; 664.194,17 
MG;CAPITAO ENEAS;3112703; 54.731,12 ; 60.204,24 ; 65.677,35 ; 71.150,46 ; 76.335,89 ; 82.024,79 ; 82.024,79 ; 87.493,11 ; 89.422,20 ; 89.583,96 ; 89.583,96 ; 89.583,96 ; 165.496,92 ; 1.103.312,75 
MG;CAPITOLIO;3112802; 30.250,10 ; 33.275,11 ; 36.300,12 ; 39.325,13 ; 42.192,24 ; 45.335,66 ; 45.335,66 ; 48.358,03 ; 49.415,16 ; 49.512,45 ; 49.512,45 ; 49.512,45 ; 91.469,04 ; 609.793,60 
MG;CAPUTIRA;3112901; 19.114,76 ; 21.026,24 ; 22.937,71 ; 24.849,19 ; 26.653,19 ; 28.645,26 ; 28.645,26 ; 30.554,95 ; 31.293,38 ; 31.293,80 ; 31.293,80 ; 31.293,80 ; 57.811,99 ; 385.413,33 
MG;CARANAIBA;3113107; 8.686,19 ; 9.554,81 ; 10.423,43 ; 11.292,05 ; 12.115,50 ; 13.017,98 ; 13.017,98 ; 13.885,85 ; 14.188,24 ; 14.217,17 ; 14.217,17 ; 14.217,17 ; 26.264,73 ; 175.098,27 
MG;CARANGOLA;3113305; 58.597,66 ; 64.457,42 ; 70.317,19 ; 76.176,95 ; 81.728,91 ; 87.819,55 ; 87.819,55 ; 93.674,19 ; 95.737,94 ; 95.912,54 ; 95.912,54 ; 95.912,54 ; 177.188,30 ; 1.181.255,28 
MG;CAREACU;3113602; 23.035,07 ; 25.338,57 ; 27.642,08 ; 29.945,59 ; 32.128,78 ; 34.522,50 ; 34.522,50 ; 36.824,00 ; 37.630,04 ; 37.703,22 ; 37.703,22 ; 37.703,22 ; 69.652,72 ; 464.351,51 
MG;CARMESIA;3113800; 12.865,72 ; 14.152,30 ; 15.438,87 ; 16.725,44 ; 17.944,69 ; 19.281,74 ; 19.281,74 ; 20.567,19 ; 21.018,77 ; 21.058,44 ; 21.058,44 ; 21.058,44 ; 38.903,25 ; 259.355,03 
MG;CARMO DA MATA;3114006; 14.733,18 ; 16.206,50 ; 17.679,82 ; 19.153,13 ; 20.543,64 ; 22.079,05 ; 22.079,05 ; 23.550,99 ; 24.120,14 ; 24.120,48 ; 24.120,48 ; 24.120,48 ; 44.560,04 ; 297.066,98 
MG;CARMOPOLIS DE MINAS;3114501; 69.231,16 ; 76.154,27 ; 83.077,39 ; 90.000,51 ; 102.107,06 ; 105.142,61 ; 105.142,61 ; 112.152,12 ; 114.604,16 ; 114.829,49 ; 114.829,49 ; 114.829,49 ; 212.135,36 ; 1.414.235,72 
MG;CASA GRANDE;3114907; 9.533,02 ; 10.486,33 ; 11.439,63 ; 12.392,93 ; 13.296,55 ; 14.287,11 ; 14.287,11 ; 15.239,58 ; 15.572,23 ; 15.603,32 ; 15.603,32 ; 15.603,32 ; 28.825,48 ; 192.169,93 
MG;CATAGUASES;3115300; 129.905,26 ; 142.895,78 ; 155.886,31 ; 168.876,83 ; 209.380,61 ; 201.736,20 ; 201.736,20 ; 215.185,28 ; 219.925,26 ; 220.327,05 ; 220.327,05 ; 220.327,05 ; 407.030,98 ; 2.713.539,86 
MG;CATUJI;3115458; 28.706,66 ; 31.577,32 ; 34.447,99 ; 37.318,66 ; 40.038,49 ; 43.022,27 ; 43.022,27 ; 45.890,42 ; 46.902,61 ; 46.987,13 ; 46.987,13 ; 46.987,13 ; 86.803,77 ; 578.691,85 
MG;CATUTI;3115474; 20.353,53 ; 22.388,88 ; 24.424,24 ; 26.459,59 ; 28.388,47 ; 30.503,67 ; 30.503,67 ; 32.537,25 ; 33.250,63 ; 33.314,27 ; 33.314,27 ; 33.314,27 ; 61.544,59 ; 410.297,33 
MG;CAXAMBU;3115508; 52.672,92 ; 57.940,21 ; 63.207,50 ; 68.474,80 ; 73.466,90 ; 78.940,60 ; 78.940,60 ; 84.203,30 ; 86.044,80 ; 86.213,53 ; 86.213,53 ; 86.213,53 ; 159.270,40 ; 1.061.802,62 
MG;CEDRO DO ABAETE;3115607; 4.673,23 ; 5.140,55 ; 5.607,88 ; 6.075,20 ; 6.518,09 ; 7.003,72 ; 7.003,72 ; 7.470,64 ; 7.634,90 ; 7.649,11 ; 7.649,11 ; 7.649,11 ; 14.130,92 ; 94.206,18 
MG;CENTRAL DE MINAS;3115706; 21.795,15 ; 23.974,67 ; 26.154,18 ; 28.333,70 ; 30.399,44 ; 32.664,27 ; 32.664,27 ; 34.841,88 ; 35.603,84 ; 35.673,68 ; 35.673,68 ; 35.673,68 ; 65.903,37 ; 439.355,81 
MG;CENTRALINA;3115805; 17.880,07 ; 19.668,08 ; 21.456,09 ; 23.244,09 ; 24.931,61 ; 26.794,96 ; 26.794,96 ; 28.581,29 ; 29.272,01 ; 29.272,42 ; 29.272,42 ; 29.272,42 ; 54.077,71 ; 360.518,13 
MG;CHALE;3116001; 17.506,84 ; 19.257,52 ; 21.008,21 ; 22.758,89 ; 24.417,90 ; 26.237,32 ; 26.237,32 ; 27.986,48 ; 28.601,31 ; 28.654,99 ; 28.654,99 ; 28.654,99 ; 52.937,07 ; 352.913,83 
MG;CHAPADA GAUCHA;3116159; 37.195,40 ; 40.914,94 ; 44.634,48 ; 48.354,02 ; 51.864,37 ; 55.740,79 ; 55.740,79 ; 59.456,84 ; 60.893,74 ; 60.894,57 ; 60.894,57 ; 60.894,57 ; 112.496,30 ; 749.975,38 
MG;CIPOTANEA;3116308; 3.955,09 ; 4.350,60 ; 4.746,11 ; 5.141,62 ; 5.514,95 ; 5.927,07 ; 5.927,07 ; 6.322,21 ; 6.474,98 ; 6.475,09 ; 6.475,09 ; 6.475,09 ; 11.962,05 ; 79.747,02 
MG;CLARO DOS POCOES;3116506; 22.722,30 ; 24.994,53 ; 27.266,76 ; 29.538,99 ; 31.692,52 ; 34.053,76 ; 34.053,76 ; 36.324,01 ; 37.119,14 ; 37.191,29 ; 37.191,29 ; 37.191,29 ; 68.706,99 ; 458.046,63 
MG;COIMBRA;3116704; 22.791,54 ; 25.070,69 ; 27.349,84 ; 29.629,00 ; 31.789,28 ; 34.157,57 ; 34.157,57 ; 36.434,74 ; 37.230,60 ; 37.304,44 ; 37.304,44 ; 37.304,44 ; 68.916,02 ; 459.440,17 
MG;CONCEICAO DA APARECIDA;3117108; 38.480,99 ; 42.329,09 ; 46.177,19 ; 50.025,29 ; 53.673,38 ; 57.671,47 ; 57.671,47 ; 61.516,24 ; 62.853,12 ; 62.983,71 ; 62.983,71 ; 62.983,71 ; 116.355,77 ; 775.705,14 
MG;CONCEICAO DO MATO DENTRO;3117504; 88.844,69 ; 97.729,16 ; 106.613,63 ; 115.498,10 ; 124.333,87 ; 133.254,87 ; 133.254,87 ; 142.138,53 ; 145.256,35 ; 145.533,12 ; 145.533,12 ; 145.533,12 ; 268.857,08 ; 1.792.380,51 
MG;CONCEICAO DO RIO VERDE;3117702; 46.004,41 ; 50.604,85 ; 55.205,29 ; 59.805,73 ; 65.455,50 ; 69.268,96 ; 69.268,96 ; 73.886,89 ; 75.503,21 ; 75.650,88 ; 75.650,88 ; 75.650,88 ; 139.757,02 ; 931.713,46 
MG;CONEGO MARINHO;3117836; 15.970,22 ; 17.567,25 ; 19.164,27 ; 20.761,29 ; 22.274,35 ; 23.934,32 ; 23.934,32 ; 25.529,94 ; 26.094,08 ; 26.140,22 ; 26.140,22 ; 26.140,22 ; 48.291,29 ; 321.941,99 
MG;CONFINS;3117876; 19.770,63 ; 21.747,69 ; 23.724,75 ; 25.701,82 ; 27.567,71 ; 29.628,14 ; 29.628,14 ; 31.603,35 ; 32.367,12 ; 32.367,55 ; 32.367,55 ; 32.367,55 ; 59.795,64 ; 398.637,64 
MG;CONGONHAL;3117900; 37.857,28 ; 41.643,01 ; 45.428,73 ; 49.214,46 ; 52.802,42 ; 56.736,46 ; 56.736,46 ; 60.518,89 ; 61.843,32 ; 61.963,81 ; 61.963,81 ; 61.963,81 ; 114.471,60 ; 763.144,06 
MG;COQUEIRAL;3118700; 13.777,21 ; 15.154,93 ; 16.532,65 ; 17.910,37 ; 16.186,65 ; 19.890,45 ; 19.890,45 ; 21.216,48 ; 21.729,24 ; 21.729,51 ; 21.729,51 ; 21.729,51 ; 40.142,99 ; 267.619,95 
MG;CORDISBURGO;3118908; 14.099,41 ; 15.509,36 ; 16.919,30 ; 18.329,24 ; 19.665,66 ; 21.130,72 ; 21.130,72 ; 22.539,44 ; 23.031,91 ; 23.077,48 ; 23.077,48 ; 23.077,48 ; 42.633,21 ; 284.221,41 
MG;CORDISLANDIA;3119005; 11.789,88 ; 12.968,86 ; 14.147,85 ; 15.326,84 ; 16.444,43 ; 17.669,45 ; 17.669,45 ; 18.847,42 ; 19.258,42 ; 19.297,21 ; 19.297,21 ; 19.297,21 ; 35.649,57 ; 237.663,80 
MG;CORONEL FABRICIANO;3119401; 397.805,02 ; 437.585,52 ; 477.366,02 ; 517.146,52 ; 554.636,23 ; 596.134,84 ; 596.134,84 ; 635.877,16 ; 649.810,81 ; 651.061,42 ; 651.061,42 ; 651.061,42 ; 1.202.767,28 ; 8.018.448,50 
MG;CORONEL MURTA;3119500; 38.166,54 ; 41.983,19 ; 45.799,85 ; 49.616,50 ; 53.232,59 ; 57.199,65 ; 57.199,65 ; 61.012,96 ; 62.359,03 ; 62.471,13 ; 62.471,13 ; 62.471,13 ; 115.408,82 ; 769.392,17 
MG;CORONEL XAVIER CHAVES;3119708; 10.619,26 ; 11.681,18 ; 12.743,11 ; 13.805,03 ; 14.811,92 ; 15.915,10 ; 15.915,10 ; 16.976,11 ; 17.344,31 ; 17.380,98 ; 17.380,98 ; 17.380,98 ; 32.109,53 ; 214.063,59 
MG;CORREGO NOVO;3120003; 6.129,86 ; 6.742,84 ; 7.355,83 ; 7.968,82 ; 8.547,38 ; 9.186,17 ; 9.186,17 ; 9.798,58 ; 10.035,38 ; 10.035,52 ; 10.035,52 ; 10.035,52 ; 18.539,57 ; 123.597,16 
MG;COUTO DE MAGALHAES DE MINAS;3120102; 8.546,89 ; 9.401,57 ; 10.256,26 ; 11.110,95 ; 11.917,63 ; 12.808,31 ; 12.808,31 ; 13.662,20 ; 13.992,36 ; 13.992,57 ; 13.992,57 ; 13.992,57 ; 25.849,79 ; 172.331,98 
MG;CRISOLITA;3120151; 22.121,76 ; 24.333,94 ; 26.546,11 ; 28.758,29 ; 30.854,02 ; 33.153,51 ; 33.153,51 ; 35.363,74 ; 36.146,16 ; 36.209,21 ; 36.209,21 ; 36.209,21 ; 66.892,70 ; 445.951,37 
MG;CRISTAIS;3120201; 26.404,39 ; 29.044,82 ; 31.685,26 ; 34.325,70 ; 47.214,83 ; 42.168,75 ; 42.168,75 ; 44.980,00 ; 45.863,56 ; 46.040,42 ; 46.040,42 ; 46.040,42 ; 85.054,82 ; 567.032,14 
MG;CRISTALIA;3120300; 19.632,63 ; 21.595,89 ; 23.559,15 ; 25.522,42 ; 27.382,93 ; 29.423,24 ; 29.423,24 ; 31.384,79 ; 32.073,61 ; 32.134,38 ; 32.134,38 ; 32.134,38 ; 59.364,88 ; 395.765,92 
MG;CRISTINA;3120508; 37.666,80 ; 41.433,48 ; 45.200,16 ; 48.966,84 ; 59.871,30 ; 58.284,63 ; 58.284,63 ; 62.170,27 ; 63.527,23 ; 63.654,14 ; 63.654,14 ; 63.654,14 ; 117.594,31 ; 783.962,07 
MG;CUPARAQUE;3120839; 16.282,30 ; 17.910,53 ; 19.538,76 ; 21.166,99 ; 23.377,59 ; 24.569,02 ; 24.569,02 ; 26.206,95 ; 26.777,20 ; 26.832,22 ; 26.832,22 ; 26.832,22 ; 49.569,70 ; 330.464,72 
MG;CURRAL DE DENTRO;3120870; 34.362,65 ; 37.798,92 ; 41.235,18 ; 44.671,45 ; 47.928,56 ; 51.499,17 ; 51.499,17 ; 54.932,45 ; 56.131,51 ; 56.243,58 ; 56.243,58 ; 56.243,58 ; 103.904,08 ; 692.693,88 
MG;DATAS;3121001; 13.400,22 ; 14.740,24 ; 16.080,26 ; 17.420,29 ; 18.684,99 ; 20.081,49 ; 20.081,49 ; 21.420,25 ; 21.937,90 ; 21.938,22 ; 21.938,22 ; 21.938,22 ; 40.528,55 ; 270.190,34 
MG;DELTA;3121258; 33.888,92 ; 37.277,81 ; 40.666,71 ; 44.055,60 ; 47.253,91 ; 50.785,73 ; 50.785,73 ; 54.171,44 ; 55.480,60 ; 55.481,37 ; 55.481,37 ; 55.481,37 ; 102.495,97 ; 683.306,53 
MG;DESTERRO DO MELO;3121506; 8.095,14 ; 8.904,66 ; 9.714,17 ; 10.523,69 ; 11.287,71 ; 12.131,33 ; 12.131,33 ; 12.940,09 ; 13.252,83 ; 13.252,99 ; 13.252,99 ; 13.252,99 ; 24.483,51 ; 163.223,43 
MG;DIAMANTINA;3121605; 111.895,57 ; 123.085,13 ; 134.274,68 ; 145.464,24 ; 156.068,25 ; 167.696,97 ; 167.696,97 ; 178.876,77 ; 182.798,34 ; 183.148,47 ; 183.148,47 ; 183.148,47 ; 338.347,48 ; 2.255.649,81 
